,org_name,group_PAC_ID,state,ACO_PC_ID_1,ACO_name_1,ACO_PC_ID_2,ACO_name_2,measure_code,measure_title,inverse_measure,measure_performance_rate,denominator_count,star_value,five_star_benchmark,collection_type,from_PC_livesite
66684,SPINE INSTITUTE OF IDAHO PA,6608837265,ID,V224,"St. Luke's Clinic Coordinated Care, LTD",None,None,MIPS_GRP_154_overall,Falls: Risk Assessment,N,33.0,1569.0,None,None,REG,N
66743,AUGUSTA ORTHOPEDIC SURGERY PLC,7315928223,VA,A2266,"Augusta Care Partners, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,95.0,1957.0,None,None,ATT,N
66744,AUGUSTA ORTHOPEDIC SURGERY PLC,7315928223,VA,A2266,"Augusta Care Partners, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,0.0,644.0,None,None,ATT,N
66745,AUGUSTA ORTHOPEDIC SURGERY PLC,7315928223,VA,A2266,"Augusta Care Partners, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,99.0,5037.0,None,None,ATT,N
66746,AUGUSTA ORTHOPEDIC SURGERY PLC,7315928223,VA,A2266,"Augusta Care Partners, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,32.0,2803.0,None,None,ATT,N
66747,AUGUSTA ORTHOPEDIC SURGERY PLC,7315928223,VA,A2266,"Augusta Care Partners, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,1.0,2803.0,None,None,ATT,N
66750,AUGUSTA ORTHOPEDIC SURGERY PLC,7315928223,VA,A2266,"Augusta Care Partners, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,19.0,2803.0,None,None,ATT,N
66751,AUGUSTA ORTHOPEDIC SURGERY PLC,7315928223,VA,A2266,"Augusta Care Partners, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,2803.0,None,None,ATT,N
66821,STEELE MEMORIAL MEDICAL CENTER,9436131265,ID,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,95.0,2399.0,None,None,ATT,N
66822,STEELE MEMORIAL MEDICAL CENTER,9436131265,ID,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,90.0,642.0,None,None,ATT,N
66823,STEELE MEMORIAL MEDICAL CENTER,9436131265,ID,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,99.0,2852.0,None,None,ATT,N
66824,STEELE MEMORIAL MEDICAL CENTER,9436131265,ID,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,24.0,2852.0,None,None,ATT,N
66829,STEELE MEMORIAL MEDICAL CENTER,9436131265,ID,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,78.0,2848.0,None,None,ATT,N
66830,STEELE MEMORIAL MEDICAL CENTER,9436131265,ID,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,16.0,2841.0,None,None,ATT,N
66844,WEST PARK HOSPITAL DISTRICT,7315855624,WY,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,77.0,6989.0,None,None,ATT,N
66845,WEST PARK HOSPITAL DISTRICT,7315855624,WY,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,12.0,202.0,None,None,ATT,N
66846,WEST PARK HOSPITAL DISTRICT,7315855624,WY,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,74.0,27146.0,None,None,ATT,N
66847,WEST PARK HOSPITAL DISTRICT,7315855624,WY,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,38.0,6735.0,None,None,ATT,N
66848,WEST PARK HOSPITAL DISTRICT,7315855624,WY,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,6.0,6735.0,None,None,ATT,N
66852,WEST PARK HOSPITAL DISTRICT,7315855624,WY,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,46.0,6735.0,None,None,ATT,N
66853,WEST PARK HOSPITAL DISTRICT,7315855624,WY,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,6735.0,None,None,ATT,N
66963,KERRY S GREEN MD PLC,3476538729,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,75.0,8781.0,None,None,ATT,N
66964,KERRY S GREEN MD PLC,3476538729,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,13.0,1247.0,None,None,ATT,N
66965,KERRY S GREEN MD PLC,3476538729,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,97.0,1611.0,None,None,ATT,N
66966,KERRY S GREEN MD PLC,3476538729,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,86.0,4965.0,None,None,ATT,N
66967,KERRY S GREEN MD PLC,3476538729,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,6.0,4965.0,None,None,ATT,N
66970,KERRY S GREEN MD PLC,3476538729,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,0.0,4965.0,None,None,ATT,N
66971,KERRY S GREEN MD PLC,3476538729,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,100.0,4956.0,None,None,ATT,N
66992,PRITESH and TARAK P A,8820028467,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,65.0,8054.0,None,None,ATT,N
66993,PRITESH and TARAK P A,8820028467,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,13.0,565.0,None,None,ATT,N
66994,PRITESH and TARAK P A,8820028467,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,96.0,238.0,None,None,ATT,N
66995,PRITESH and TARAK P A,8820028467,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,77.0,1648.0,None,None,ATT,N
66996,PRITESH and TARAK P A,8820028467,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,10.0,1648.0,None,None,ATT,N
67001,PRITESH and TARAK P A,8820028467,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,40.0,1648.0,None,None,ATT,N
67002,PRITESH and TARAK P A,8820028467,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,47.0,1648.0,None,None,ATT,N
67003,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,84.0,707.0,None,None,ATT,N
67004,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,80.0,423.0,None,None,ATT,N
67005,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,94.0,129.0,None,None,ATT,N
67006,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,67.0,1657.0,None,None,ATT,N
67007,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,1.0,1657.0,None,None,ATT,N
67009,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,0.0,1657.0,None,None,ATT,N
67010,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,7.0,1657.0,None,None,ATT,N
67011,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,MIPS_GRP_126_overall,"Diabetes Mellitus: Diabetic Foot and Ankle Care, Peripheral Neuropathy - Neurological Evaluation",N,82.0,1020.0,None,None,REG,N
67012,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,MIPS_GRP_127_overall,"Diabetes Mellitus: Diabetic Foot and Ankle Care, Ulcer Prevention - Evaluation of Footwear",N,81.0,1019.0,None,None,REG,N
67013,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,MIPS_GRP_131_overall,Pain Assessment and Follow-Up,N,79.0,1932.0,None,None,REG,N
67014,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,MIPS_GRP_154_overall,Falls: Risk Assessment,N,22.0,102.0,None,None,REG,N
67015,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,MIPS_GRP_155_overall,Falls: Plan of Care,N,17.0,103.0,None,None,REG,N
67016,METHUEN PODIATRY ASSOCIATES LLP,7810900156,MA,V102,"Steward Integrated Care Network, Inc.",None,None,MIPS_GRP_431_overall,Preventive Care and Screening: Unhealthy Alcohol Use: Screening & Brief Counseling,N,90.0,297.0,None,None,REG,N
67033,"FEASTERVILLE FAMILY PRACTICE, LLP",1456437037,PA,A3318,Community Care Collaborative of Pennsylvania and New Jersey LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,96.0,6846.0,None,None,ATT,N
67034,"FEASTERVILLE FAMILY PRACTICE, LLP",1456437037,PA,A3318,Community Care Collaborative of Pennsylvania and New Jersey LLC,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,0.0,1476.0,None,None,ATT,N
67035,"FEASTERVILLE FAMILY PRACTICE, LLP",1456437037,PA,A3318,Community Care Collaborative of Pennsylvania and New Jersey LLC,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,23.0,445.0,None,None,ATT,N
67036,"FEASTERVILLE FAMILY PRACTICE, LLP",1456437037,PA,A3318,Community Care Collaborative of Pennsylvania and New Jersey LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,80.0,3609.0,None,None,ATT,N
67037,"FEASTERVILLE FAMILY PRACTICE, LLP",1456437037,PA,A3318,Community Care Collaborative of Pennsylvania and New Jersey LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,10.0,3609.0,None,None,ATT,N
67040,"FEASTERVILLE FAMILY PRACTICE, LLP",1456437037,PA,A3318,Community Care Collaborative of Pennsylvania and New Jersey LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,47.0,3609.0,None,None,ATT,N
67041,"FEASTERVILLE FAMILY PRACTICE, LLP",1456437037,PA,A3318,Community Care Collaborative of Pennsylvania and New Jersey LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,5.0,3609.0,None,None,ATT,N
67084,CATHOLIC HEALTH INITIATIVES COLORADO,8022927342,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,88.0,180129.0,None,None,ATT,N
67085,CATHOLIC HEALTH INITIATIVES COLORADO,8022927342,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,15.0,13278.0,None,None,ATT,N
67086,CATHOLIC HEALTH INITIATIVES COLORADO,8022927342,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,88.0,94116.0,None,None,ATT,N
67087,CATHOLIC HEALTH INITIATIVES COLORADO,8022927342,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,94.0,88814.0,None,None,ATT,N
67088,CATHOLIC HEALTH INITIATIVES COLORADO,8022927342,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,28.0,88814.0,None,None,ATT,N
67092,CATHOLIC HEALTH INITIATIVES COLORADO,8022927342,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,93.0,83971.0,None,None,ATT,N
67093,CATHOLIC HEALTH INITIATIVES COLORADO,8022927342,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,23.0,88814.0,None,None,ATT,N
67109,PORTERCARE ADVENTIST HEALTH SYSTEM,941110886,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,90.0,431680.0,None,None,ATT,N
67110,PORTERCARE ADVENTIST HEALTH SYSTEM,941110886,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,11.0,22605.0,None,None,ATT,N
67111,PORTERCARE ADVENTIST HEALTH SYSTEM,941110886,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,84.0,203848.0,None,None,ATT,N
67112,PORTERCARE ADVENTIST HEALTH SYSTEM,941110886,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,94.0,118852.0,None,None,ATT,N
67113,PORTERCARE ADVENTIST HEALTH SYSTEM,941110886,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,36.0,118852.0,None,None,ATT,N
67116,PORTERCARE ADVENTIST HEALTH SYSTEM,941110886,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,96.0,113503.0,None,None,ATT,N
67117,PORTERCARE ADVENTIST HEALTH SYSTEM,941110886,CO,A1444,"Colorado Accountable Care, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,34.0,118852.0,None,None,ATT,N
67123,PROWERS COUNTY HOSPITAL DISTRICT,4486568508,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,88.0,5070.0,None,None,ATT,N
67124,PROWERS COUNTY HOSPITAL DISTRICT,4486568508,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,15.0,121.0,None,None,ATT,N
67125,PROWERS COUNTY HOSPITAL DISTRICT,4486568508,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,100.0,2112.0,None,None,ATT,N
67126,PROWERS COUNTY HOSPITAL DISTRICT,4486568508,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,74.0,2120.0,None,None,ATT,N
67127,PROWERS COUNTY HOSPITAL DISTRICT,4486568508,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,6.0,2120.0,None,None,ATT,N
67130,PROWERS COUNTY HOSPITAL DISTRICT,4486568508,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,5.0,2120.0,None,None,ATT,N
67131,PROWERS COUNTY HOSPITAL DISTRICT,4486568508,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,9.0,2120.0,None,None,ATT,N
67171,SOUTHEAST COLORADO HOSPITAL DISTRICT,6204725138,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,93.0,7413.0,None,None,ATT,N
67172,SOUTHEAST COLORADO HOSPITAL DISTRICT,6204725138,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,60.0,764.0,None,None,ATT,N
67173,SOUTHEAST COLORADO HOSPITAL DISTRICT,6204725138,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,98.0,282.0,None,None,ATT,N
67174,SOUTHEAST COLORADO HOSPITAL DISTRICT,6204725138,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,83.0,1874.0,None,None,ATT,N
67175,SOUTHEAST COLORADO HOSPITAL DISTRICT,6204725138,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,14.0,1874.0,None,None,ATT,N
67178,SOUTHEAST COLORADO HOSPITAL DISTRICT,6204725138,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,55.0,1874.0,None,None,ATT,N
67179,SOUTHEAST COLORADO HOSPITAL DISTRICT,6204725138,CO,A2860,National Rural ACO 6 LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,17.0,1874.0,None,None,ATT,N
67223,FAMILY PHYSICIANS OF GREELEY LLP,143115691,CO,A3352,"Banner Network Colorado, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,73.0,123599.0,None,None,ATT,N
67224,FAMILY PHYSICIANS OF GREELEY LLP,143115691,CO,A3352,"Banner Network Colorado, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,23.0,11647.0,None,None,ATT,N
67225,FAMILY PHYSICIANS OF GREELEY LLP,143115691,CO,A3352,"Banner Network Colorado, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,73.0,3645.0,None,None,ATT,N
67226,FAMILY PHYSICIANS OF GREELEY LLP,143115691,CO,A3352,"Banner Network Colorado, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,78.0,26295.0,None,None,ATT,N
67227,FAMILY PHYSICIANS OF GREELEY LLP,143115691,CO,A3352,"Banner Network Colorado, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,20.0,26295.0,None,None,ATT,N
67230,FAMILY PHYSICIANS OF GREELEY LLP,143115691,CO,A3352,"Banner Network Colorado, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,46.0,26295.0,None,None,ATT,N
67231,FAMILY PHYSICIANS OF GREELEY LLP,143115691,CO,A3352,"Banner Network Colorado, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,28.0,26295.0,None,None,ATT,N
67324,ASSOCIATES IN FAMILY MEDICINE P C,2961300165,CO,A3537,UCHealth LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,93.0,261463.0,None,None,ATT,N
67325,ASSOCIATES IN FAMILY MEDICINE P C,2961300165,CO,A3537,UCHealth LLC,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,2.0,12681.0,None,None,ATT,N
67326,ASSOCIATES IN FAMILY MEDICINE P C,2961300165,CO,A3537,UCHealth LLC,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,88.0,73196.0,None,None,ATT,N
67327,ASSOCIATES IN FAMILY MEDICINE P C,2961300165,CO,A3537,UCHealth LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,91.0,73210.0,None,None,ATT,N
67328,ASSOCIATES IN FAMILY MEDICINE P C,2961300165,CO,A3537,UCHealth LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,32.0,73210.0,None,None,ATT,N
67332,ASSOCIATES IN FAMILY MEDICINE P C,2961300165,CO,A3537,UCHealth LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,88.0,73196.0,None,None,ATT,N
67333,ASSOCIATES IN FAMILY MEDICINE P C,2961300165,CO,A3537,UCHealth LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,30.0,73210.0,None,None,ATT,N
67390,EAR NOSE and THROAT ASSOCIATES OF NORTHERN COLORADO PC,8022091248,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,94.0,161.0,None,None,ATT,N
67391,EAR NOSE and THROAT ASSOCIATES OF NORTHERN COLORADO PC,8022091248,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,100.0,420.0,None,None,ATT,N
67392,EAR NOSE and THROAT ASSOCIATES OF NORTHERN COLORADO PC,8022091248,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,79.0,361.0,None,None,ATT,N
67393,EAR NOSE and THROAT ASSOCIATES OF NORTHERN COLORADO PC,8022091248,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,4.0,361.0,None,None,ATT,N
67395,EAR NOSE and THROAT ASSOCIATES OF NORTHERN COLORADO PC,8022091248,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,54.0,361.0,None,None,ATT,N
67396,EAR NOSE and THROAT ASSOCIATES OF NORTHERN COLORADO PC,8022091248,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,361.0,None,None,ATT,N
67501,"EYECARE ASSOCIATES, P.C.",1254222037,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,99.0,1259.0,None,None,ATT,N
67502,"EYECARE ASSOCIATES, P.C.",1254222037,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,6.0,78.0,None,None,ATT,N
67503,"EYECARE ASSOCIATES, P.C.",1254222037,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,95.0,293.0,None,None,ATT,N
67504,"EYECARE ASSOCIATES, P.C.",1254222037,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,93.0,10694.0,None,None,ATT,N
67505,"EYECARE ASSOCIATES, P.C.",1254222037,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,7.0,10694.0,None,None,ATT,N
67508,"EYECARE ASSOCIATES, P.C.",1254222037,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,99.0,10694.0,None,None,ATT,N
67509,"EYECARE ASSOCIATES, P.C.",1254222037,CO,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,10694.0,None,None,ATT,N
67510,ROCKY MOUNTAIN FAMILY PHYSICIANS,2466343280,CO,A3352,"Banner Network Colorado, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,93.0,29407.0,None,None,ATT,N
67511,ROCKY MOUNTAIN FAMILY PHYSICIANS,2466343280,CO,A3352,"Banner Network Colorado, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,0.0,20905.0,None,None,ATT,N
67512,ROCKY MOUNTAIN FAMILY PHYSICIANS,2466343280,CO,A3352,"Banner Network Colorado, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,0.0,20905.0,None,None,ATT,N
67515,ROCKY MOUNTAIN FAMILY PHYSICIANS,2466343280,CO,A3352,"Banner Network Colorado, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,0.0,20905.0,None,None,ATT,N
67516,ROCKY MOUNTAIN FAMILY PHYSICIANS,2466343280,CO,A3352,"Banner Network Colorado, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,20905.0,None,None,ATT,N
67533,"GERIATRIC MEDICINE ASSOCIATES, PC",7214827492,CO,A2252,"Physician Health Partners, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,88.0,42834.0,None,None,ATT,N
67534,"GERIATRIC MEDICINE ASSOCIATES, PC",7214827492,CO,A2252,"Physician Health Partners, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,15.0,3149.0,None,None,ATT,N
67535,"GERIATRIC MEDICINE ASSOCIATES, PC",7214827492,CO,A2252,"Physician Health Partners, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,87.0,15962.0,None,None,ATT,N
67536,"GERIATRIC MEDICINE ASSOCIATES, PC",7214827492,CO,A2252,"Physician Health Partners, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,97.0,5237.0,None,None,ATT,N
67537,"GERIATRIC MEDICINE ASSOCIATES, PC",7214827492,CO,A2252,"Physician Health Partners, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,33.0,5237.0,None,None,ATT,N
67540,"GERIATRIC MEDICINE ASSOCIATES, PC",7214827492,CO,A2252,"Physician Health Partners, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,98.0,5227.0,None,None,ATT,N
67541,"GERIATRIC MEDICINE ASSOCIATES, PC",7214827492,CO,A2252,"Physician Health Partners, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,28.0,5237.0,None,None,ATT,N
67575,WHEAT RIDGE INTERNAL MEDICINE PC,2961393145,CO,A2252,"Physician Health Partners, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,94.0,7300.0,None,None,ATT,N
67576,WHEAT RIDGE INTERNAL MEDICINE PC,2961393145,CO,A2252,"Physician Health Partners, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,2.0,710.0,None,None,ATT,N
67577,WHEAT RIDGE INTERNAL MEDICINE PC,2961393145,CO,A2252,"Physician Health Partners, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,6.0,9704.0,None,None,ATT,N
67578,WHEAT RIDGE INTERNAL MEDICINE PC,2961393145,CO,A2252,"Physician Health Partners, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,32.0,6761.0,None,None,ATT,N
